bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
mercppyr_c	mercppyr	Mercaptopyruvate	iAT_PLT_636; iE2348C_1286; iY75_1357; iECABU_c1320; RECON1; iB21_1397; iCHOv1; iPC815; iAF1260b; iECB_1328; iNF517; ic_1306; iLJ478; iJO1366; iML1515; iEC042_1314; iLB1027_lipid; iAF1260; Recon3D; iEC55989_1330; iUTI89_1310; iAPECO1_1312; iUMN146_1321; iBWG_1329; iSFxv_1172; iEcE24377_1341; iJN678; iECED1_1282; STM_v1_0; iECIAI1_1343; iZ_1308; iECDH10B_1368; iMM1415; iECBD_1354; iSSON_1240; iEcHS_1320; iYL1228; iECIAI39_1322; iWFL_1372; iECO103_1326; iUMNK88_1353; iECD_1391; iLF82_1304; iEcDH1_1363; iG2583_1286; iECNA114_1301; iECW_1372; iECO111_1330; iETEC_1333; iECH74115_1262; iNRG857_1313; iECDH1ME8569_1439; iSbBS512_1146; iEcSMS35_1347; iSDY_1059; iEcolC_1368; iSBO_1134; iECS88_1305; iEKO11_1354; iECSE_1348; iECOK1_1307; iECUMN_1333; iECSP_1301; iECO26_1355; iECP_1309; iECs_1301; iECSF_1327	KEGG Compound: http://identifiers.org/kegg.compound/C00957; CHEBI: http://identifiers.org/chebi/CHEBI:11847; CHEBI: http://identifiers.org/chebi/CHEBI:14583; CHEBI: http://identifiers.org/chebi/CHEBI:16208; CHEBI: http://identifiers.org/chebi/CHEBI:20103; CHEBI: http://identifiers.org/chebi/CHEBI:20104; CHEBI: http://identifiers.org/chebi/CHEBI:57678; CHEBI: http://identifiers.org/chebi/CHEBI:6767; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01368; BioCyc: http://identifiers.org/biocyc/META:3-MERCAPTO-PYRUVATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1214; SEED Compound: http://identifiers.org/seed.compound/cpd00706	mercppyr; mercppyr[c]; mercppyr_c
met__D_c	met__D	D-Methionine	iECED1_1282; iEcolC_1368; iEcE24377_1341; iECSE_1348; iECDH10B_1368; iECO26_1355; iEcDH1_1363; iECSP_1301; iECDH1ME8569_1439; iECP_1309; iECO111_1330; iECUMN_1333; iECH74115_1262; iECOK1_1307; iECNA114_1301; iECs_1301; iEcHS_1320; iEcSMS35_1347; iECD_1391; iECSF_1327; iECIAI39_1322; iECS88_1305; iECO103_1326; iEC55989_1330; iECBD_1354; iB21_1397; iECIAI1_1343; iECB_1328; iAF1260b; iE2348C_1286; iML1515; ic_1306; iY75_1357; iPC815; iNF517; iJO1366; iYO844; iSF_1195; iECW_1372; iEC042_1314; iSBO_1134; iAF1260; iSbBS512_1146; iAPECO1_1312; iS_1188; iECABU_c1320; iLF82_1304; iBWG_1329; iETEC_1333; iZ_1308; iNRG857_1313; iUMNK88_1353; iSFV_1184; iSFxv_1172; iG2583_1286; iSSON_1240; iSDY_1059; iUTI89_1310; iEKO11_1354; iUMN146_1321; iYL1228; iWFL_1372; iJR904; STM_v1_0	KEGG Compound: http://identifiers.org/kegg.compound/C00855; CHEBI: http://identifiers.org/chebi/CHEBI:13005; CHEBI: http://identifiers.org/chebi/CHEBI:16867; CHEBI: http://identifiers.org/chebi/CHEBI:21065; CHEBI: http://identifiers.org/chebi/CHEBI:32637; CHEBI: http://identifiers.org/chebi/CHEBI:32638; CHEBI: http://identifiers.org/chebi/CHEBI:4215; CHEBI: http://identifiers.org/chebi/CHEBI:44071; CHEBI: http://identifiers.org/chebi/CHEBI:57932; BioCyc: http://identifiers.org/biocyc/META:CPD-218; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1275; SEED Compound: http://identifiers.org/seed.compound/cpd00637	met_DASH_D_c; met_D_c; met__D; met__D_c
met__L_c	met__L	L-Methionine	iSFxv_1172; iUTI89_1310; iEKO11_1354; iSSON_1240; iETEC_1333; STM_v1_0; iLF82_1304; iZ_1308; iG2583_1286; iJN678; iNRG857_1313; iAF987; iSbBS512_1146; iYL1228; iS_1188; iUMN146_1321; iSFV_1184; iJR904; iSBO_1134; iMM1415; iSDY_1059; iUMNK88_1353; iECIAI1_1343; iWFL_1372; iECD_1391; iECS88_1305; iECIAI39_1322; iECP_1309; iECED1_1282; iECUMN_1333; iECO26_1355; iECSP_1301; iECDH1ME8569_1439; iECSE_1348; iEcE24377_1341; iECs_1301; iECH74115_1262; iECSF_1327; iEcDH1_1363; iECW_1372; iECO111_1330; iEcSMS35_1347; iEcHS_1320; iEcolC_1368; iECDH10B_1368; iECOK1_1307; iECO103_1326; Recon3D; iECNA114_1301; iMM904; iNF517; iPC815; iML1515; ic_1306; iLB1027_lipid; iECB_1328; iAB_RBC_283; iEC55989_1330; RECON1; iE2348C_1286; iJB785; iSF_1195; iAF692; iSB619; iAT_PLT_636; iECBD_1354; iHN637; iAPECO1_1312; iYO844; iEC042_1314; iLJ478; iJO1366; iRC1080; iAF1260; iCHOv1; iJN746; iY75_1357; iIT341; iAF1260b; iNJ661; iBWG_1329; iECABU_c1320; iND750; iB21_1397	Reactome: http://www.reactome.org/content/detail/R-ALL-1130765; Reactome: http://www.reactome.org/content/detail/R-ALL-174390; Reactome: http://www.reactome.org/content/detail/R-ALL-379705; KEGG Compound: http://identifiers.org/kegg.compound/C00073; KEGG Compound: http://identifiers.org/kegg.compound/C01733; CHEBI: http://identifiers.org/chebi/CHEBI:13141; CHEBI: http://identifiers.org/chebi/CHEBI:14590; CHEBI: http://identifiers.org/chebi/CHEBI:16643; CHEBI: http://identifiers.org/chebi/CHEBI:16811; CHEBI: http://identifiers.org/chebi/CHEBI:21360; CHEBI: http://identifiers.org/chebi/CHEBI:25229; CHEBI: http://identifiers.org/chebi/CHEBI:32631; CHEBI: http://identifiers.org/chebi/CHEBI:32632; CHEBI: http://identifiers.org/chebi/CHEBI:32644; CHEBI: http://identifiers.org/chebi/CHEBI:32646; CHEBI: http://identifiers.org/chebi/CHEBI:43990; CHEBI: http://identifiers.org/chebi/CHEBI:57844; CHEBI: http://identifiers.org/chebi/CHEBI:6271; CHEBI: http://identifiers.org/chebi/CHEBI:64558; CHEBI: http://identifiers.org/chebi/CHEBI:6829; KEGG Drug: http://identifiers.org/kegg.drug/D00019; KEGG Drug: http://identifiers.org/kegg.drug/D04983; KEGG Drug: http://identifiers.org/kegg.drug/D04984; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00696; Human Metabolome Database: http://identifiers.org/hmdb/HMDB33951; BioCyc: http://identifiers.org/biocyc/META:MET; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM61; SEED Compound: http://identifiers.org/seed.compound/cpd00060; SEED Compound: http://identifiers.org/seed.compound/cpd30746	met-L[c]; met_DASH_L_c; met_L[c]; met_L_c; met__L; met__L_c
methf_c	methf	5,10-Methenyltetrahydrofolate	iY75_1357; iMM904; iCHOv1; iB21_1397; RECON1; iPC815; iNF517; ic_1306; iLB1027_lipid; iSB619; iLJ478; iE2348C_1286; iAF1260b; iJO1366; iHN637; iSF_1195; iAT_PLT_636; iECABU_c1320; iYO844; iEC042_1314; iJB785; iAF1260; iAF692; iEC55989_1330; iML1515; iJN746; iRC1080; iIT341; iECs_1301; iAPECO1_1312; iECOK1_1307; iECB_1328; iEcolC_1368; iNJ661; iECSP_1301; iBWG_1329; iECUMN_1333; iND750; iECSF_1327; iLF82_1304; iECP_1309; iETEC_1333; iECO26_1355; iS_1188; iEcSMS35_1347; iSBO_1134; iECS88_1305; iNRG857_1313; iECSE_1348; iEKO11_1354; iYL1228; iSFV_1184; iUMNK88_1353; iSDY_1059; iUMN146_1321; iSbBS512_1146; iSFxv_1172; iG2583_1286; iSSON_1240; iECW_1372; iZ_1308; iECO103_1326; STM_v1_0; iECBD_1354; iJN678; iECIAI1_1343; iMM1415; iECO111_1330; iWFL_1372; iEcE24377_1341; iAF987; iECD_1391; iJR904; iEcDH1_1363; iUTI89_1310; iECED1_1282; Recon3D; iECDH10B_1368; iECH74115_1262; iEcHS_1320; iECNA114_1301; iECIAI39_1322; iECDH1ME8569_1439	Reactome: http://www.reactome.org/content/detail/R-ALL-6801458; KEGG Compound: http://identifiers.org/kegg.compound/C00445; CHEBI: http://identifiers.org/chebi/CHEBI:12068; CHEBI: http://identifiers.org/chebi/CHEBI:12069; CHEBI: http://identifiers.org/chebi/CHEBI:15638; CHEBI: http://identifiers.org/chebi/CHEBI:1987; CHEBI: http://identifiers.org/chebi/CHEBI:57455; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62623; BioCyc: http://identifiers.org/biocyc/META:5-10-METHENYL-THF; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM511; SEED Compound: http://identifiers.org/seed.compound/cpd00347	methf; methf[c]; methf_c
metsox_S__L_c	metsox_S__L	L-Methionine Sulfoxide	iEcSMS35_1347; iSFV_1184; iECSP_1301; iS_1188; iECSF_1327; iG2583_1286; iEcolC_1368; iSDY_1059; iECO26_1355; iSbBS512_1146; iECOK1_1307; iEKO11_1354; iECP_1309; iSBO_1134; iECSE_1348; iECW_1372; iECS88_1305; iNRG857_1313; iECUMN_1333; iETEC_1333; iECs_1301; iLF82_1304; iAF1260b; iUMN146_1321; iML1515; iYL1228; iY75_1357; iWFL_1372; iPC815; iZ_1308; iB21_1397; iAF987; ic_1306; STM_v1_0; iECB_1328; iUMNK88_1353; iEC55989_1330; iSFxv_1172; iJO1366; iSSON_1240; iSF_1195; iUTI89_1310; iEC042_1314; iECED1_1282; iAF1260; iECIAI1_1343; iE2348C_1286; iEcHS_1320; iNJ661; iECH74115_1262; iAPECO1_1312; iECO103_1326; iECABU_c1320; iECNA114_1301; iBWG_1329; iEcE24377_1341; iEcDH1_1363; iECD_1391; iECBD_1354; iECDH1ME8569_1439; iECDH10B_1368; iECO111_1330; iECIAI39_1322	Reactome: http://www.reactome.org/content/detail/R-ALL-5676943; KEGG Compound: http://identifiers.org/kegg.compound/C02989; KEGG Compound: http://identifiers.org/kegg.compound/C15998; KEGG Compound: http://identifiers.org/kegg.compound/C15999; CHEBI: http://identifiers.org/chebi/CHEBI:13142; CHEBI: http://identifiers.org/chebi/CHEBI:17016; CHEBI: http://identifiers.org/chebi/CHEBI:21361; CHEBI: http://identifiers.org/chebi/CHEBI:49031; CHEBI: http://identifiers.org/chebi/CHEBI:49032; CHEBI: http://identifiers.org/chebi/CHEBI:58772; CHEBI: http://identifiers.org/chebi/CHEBI:58773; CHEBI: http://identifiers.org/chebi/CHEBI:6272; BioCyc: http://identifiers.org/biocyc/META:CPD-8989; BioCyc: http://identifiers.org/biocyc/META:CPD-8990; BioCyc: http://identifiers.org/biocyc/META:L-Methionine-sulfoxides; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2246; SEED Compound: http://identifiers.org/seed.compound/cpd01914; SEED Compound: http://identifiers.org/seed.compound/cpd14720; SEED Compound: http://identifiers.org/seed.compound/cpd14721; SEED Compound: http://identifiers.org/seed.compound/cpd15497; SEED Compound: http://identifiers.org/seed.compound/cpd15498; SEED Compound: http://identifiers.org/seed.compound/cpd29319	metsox_DASH_S_DASH_L_c; metsox_S_L_c; metsox_S__L; metsox_S__L_c; metsox__S__L_c
mg2_c	mg2	Magnesium	iRC1080; iPC815; iAF692; iECBD_1354; iLJ478; ic_1306; iY75_1357; iECB_1328; iYO844; iSF_1195; iML1515; iE2348C_1286; iJB785; iSB619; iHN637; iAPECO1_1312; iAF1260b; iJO1366; iECED1_1282; iAF1260; iECO26_1355; iEC55989_1330; iECDH10B_1368; iEC042_1314; iECIAI39_1322; iNJ661; iEcHS_1320; iBWG_1329; iEcE24377_1341; iECABU_c1320; iECNA114_1301; iB21_1397; iECO103_1326; iLB1027_lipid; iECD_1391; iAF987; iECIAI1_1343; STM_v1_0; iECDH1ME8569_1439; iZ_1308; iECO111_1330; iWFL_1372; iEcDH1_1363; iUTI89_1310; iECH74115_1262; iUMN146_1321; iECOK1_1307; iJN678; iECP_1309; iUMNK88_1353; iECUMN_1333; iSSON_1240; iECW_1372; iYL1228; iECSF_1327; iG2583_1286; iEcolC_1368; iSFV_1184; iECS88_1305; iSDY_1059; iEcSMS35_1347; iSFxv_1172; iECs_1301; iETEC_1333; iECSE_1348; iSBO_1134; iECSP_1301; iSbBS512_1146; iEKO11_1354; iNRG857_1313; iLF82_1304; iS_1188	Reactome: http://www.reactome.org/content/detail/R-ALL-109496; Reactome: http://www.reactome.org/content/detail/R-ALL-114632; Reactome: http://www.reactome.org/content/detail/R-ALL-29926; Reactome: http://www.reactome.org/content/detail/R-ALL-5336432; KEGG Compound: http://identifiers.org/kegg.compound/C00305; KEGG Compound: http://identifiers.org/kegg.compound/C07755; KEGG Compound: http://identifiers.org/kegg.compound/C07876; KEGG Compound: http://identifiers.org/kegg.compound/C12567; CHEBI: http://identifiers.org/chebi/CHEBI:13379; CHEBI: http://identifiers.org/chebi/CHEBI:18420; CHEBI: http://identifiers.org/chebi/CHEBI:25112; CHEBI: http://identifiers.org/chebi/CHEBI:39127; CHEBI: http://identifiers.org/chebi/CHEBI:49736; CHEBI: http://identifiers.org/chebi/CHEBI:6635; KEGG Drug: http://identifiers.org/kegg.drug/D00731; KEGG Drug: http://identifiers.org/kegg.drug/D01167; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00547; BioCyc: http://identifiers.org/biocyc/META:MG+2; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM653; SEED Compound: http://identifiers.org/seed.compound/cpd00254	mg2; mg2[c]; mg2_c
mi1p__D_c	mi1p__D	1D-myo-Inositol 1-phosphate	iECUMN_1333; iEKO11_1354; iEcolC_1368; iSbBS512_1146; iECSE_1348; iG2583_1286; iECSP_1301; iSBO_1134; iEcSMS35_1347; iECW_1372; iECOK1_1307; iS_1188; iECs_1301; iSDY_1059; iECO26_1355; iLF82_1304; iECSF_1327; iNRG857_1313; iECS88_1305; iSFV_1184; iECP_1309; iETEC_1333; Recon3D; iML1515; iEC55989_1330; iAF692; iMM904; iCHOv1; iPC815; iAT_PLT_636; iB21_1397; iRC1080; ic_1306; iYO844; iSB619; RECON1; iE2348C_1286; iAF1260b; iECB_1328; iAB_RBC_283; iECABU_c1320; iY75_1357; iJO1366; iNF517; iEC042_1314; iWFL_1372; iAF1260; iUMNK88_1353; iNJ661; iSSON_1240; iAPECO1_1312; iUMN146_1321; iBWG_1329; iSFxv_1172; iSF_1195; iYL1228; iND750; STM_v1_0; iECD_1391; iJN678; iECO103_1326; iMM1415; iECO111_1330; iJR904; iECDH10B_1368; iZ_1308; iEcHS_1320; iUTI89_1310; iECBD_1354; iECED1_1282; iECH74115_1262; iEcDH1_1363; iECIAI1_1343; iECIAI39_1322; iECDH1ME8569_1439; iECNA114_1301; iEcE24377_1341	Reactome: http://www.reactome.org/content/detail/R-ALL-870330; KEGG Compound: http://identifiers.org/kegg.compound/C01177; CHEBI: http://identifiers.org/chebi/CHEBI:11220; CHEBI: http://identifiers.org/chebi/CHEBI:11354; CHEBI: http://identifiers.org/chebi/CHEBI:12828; CHEBI: http://identifiers.org/chebi/CHEBI:12895; CHEBI: http://identifiers.org/chebi/CHEBI:18297; CHEBI: http://identifiers.org/chebi/CHEBI:19207; CHEBI: http://identifiers.org/chebi/CHEBI:43432; CHEBI: http://identifiers.org/chebi/CHEBI:58433; CHEBI: http://identifiers.org/chebi/CHEBI:818; BioCyc: http://identifiers.org/biocyc/META:D-MYO-INOSITOL-1-MONOPHOSPHATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM646; SEED Compound: http://identifiers.org/seed.compound/cpd00867	mi1p_DASH_D_c; mi1p_D[c]; mi1p_D_c; mi1p__D; mi1p__D_c
micit_c	micit	Methylisocitrate	iZ_1308; iECIAI39_1322; iJR904; iECNA114_1301; iUMN146_1321; iEcDH1_1363; iSFxv_1172; iECD_1391; STM_v1_0; iECDH1ME8569_1439; iUMNK88_1353; iECH74115_1262; iSSON_1240; iECED1_1282; iAF987; iECBD_1354; iUTI89_1310; iECO103_1326; iWFL_1372; iECIAI1_1343; iMM1415; iECDH10B_1368; iECUMN_1333; iEcHS_1320; iEcSMS35_1347; iEcE24377_1341; iECs_1301; iECO111_1330; iECO26_1355; iSFV_1184; iECP_1309; iNRG857_1313; iECSF_1327; iSbBS512_1146; iECSP_1301; iSDY_1059; iECS88_1305; iG2583_1286; iECSE_1348; iEKO11_1354; iECOK1_1307; iETEC_1333; iEcolC_1368; iLF82_1304; iB21_1397; iS_1188; iE2348C_1286; iECW_1372; iPC815; iSBO_1134; iECABU_c1320; iAF1260b; ic_1306; RECON1; iJO1366; iML1515; iSF_1195; iY75_1357; iEC042_1314; iCHOv1; iAF1260; iYO844; iJN746; iAPECO1_1312; iECB_1328; iEC55989_1330; iBWG_1329	KEGG Compound: http://identifiers.org/kegg.compound/C04593; CHEBI: http://identifiers.org/chebi/CHEBI:10869; CHEBI: http://identifiers.org/chebi/CHEBI:15607; CHEBI: http://identifiers.org/chebi/CHEBI:18550; CHEBI: http://identifiers.org/chebi/CHEBI:189; CHEBI: http://identifiers.org/chebi/CHEBI:57429; LipidMaps: http://identifiers.org/lipidmaps/LMFA01050444; BioCyc: http://identifiers.org/biocyc/META:CPD-618; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1694; SEED Compound: http://identifiers.org/seed.compound/cpd02799	micit; micit[c]; micit_c
mnl1p_c	mnl1p	D-Mannitol 1-phosphate	iNRG857_1313; iECO26_1355; iG2583_1286; iECUMN_1333; iS_1188; iECs_1301; iSBO_1134; iEcSMS35_1347; iSbBS512_1146; iECSF_1327; iETEC_1333; iECSE_1348; iECW_1372; iEcolC_1368; iSFV_1184; iECS88_1305; iEKO11_1354; iECSP_1301; iLF82_1304; iECP_1309; iPC815; iECOK1_1307; iB21_1397; iYL1228; iECABU_c1320; iWFL_1372; iEC55989_1330; iSSON_1240; ic_1306; iUTI89_1310; iSB619; iZ_1308; iE2348C_1286; iUMN146_1321; iJO1366; iJR904; iSF_1195; iSFxv_1172; iAF1260; STM_v1_0; iEC042_1314; iUMNK88_1353; iECB_1328; iML1515; iAPECO1_1312; iY75_1357; iBWG_1329; iNF517; iND750; iYO844; iECED1_1282; iAF1260b; iEcHS_1320; iECO111_1330; iECH74115_1262; iECNA114_1301; iECIAI1_1343; iECDH10B_1368; iEcE24377_1341; iECDH1ME8569_1439; iEcDH1_1363; iECO103_1326; iECD_1391; iECBD_1354; iECIAI39_1322	KEGG Compound: http://identifiers.org/kegg.compound/C00644; CHEBI: http://identifiers.org/chebi/CHEBI:12997; CHEBI: http://identifiers.org/chebi/CHEBI:16298; CHEBI: http://identifiers.org/chebi/CHEBI:21051; CHEBI: http://identifiers.org/chebi/CHEBI:4205; CHEBI: http://identifiers.org/chebi/CHEBI:61381; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01530; BioCyc: http://identifiers.org/biocyc/META:MANNITOL-1P; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90126; SEED Compound: http://identifiers.org/seed.compound/cpd00491; SEED Compound: http://identifiers.org/seed.compound/cpd27436	mnl1p; mnl1p_c
moadcosh_c	moadcosh	MoaD Protein with thiocarboxylate	iECP_1309; iECDH10B_1368; iECs_1301; iEcHS_1320; iECS88_1305; iECIAI39_1322; iEcSMS35_1347; iECNA114_1301; iECSF_1327; iECIAI1_1343; iECSE_1348; iECO111_1330; iECSP_1301; iECD_1391; iEcolC_1368; iECDH1ME8569_1439; iECUMN_1333; iECBD_1354; iECOK1_1307; iEcDH1_1363; iECO26_1355; iECH74115_1262; iB21_1397; iECO103_1326; ic_1306; iEcE24377_1341; iECB_1328; iECED1_1282; iJO1366; iUMNK88_1353; iSF_1195; iAF987; iEC042_1314; iUMN146_1321; iEC55989_1330; iZ_1308; iE2348C_1286; iUTI89_1310; iAPECO1_1312; iSFxv_1172; iBWG_1329; iSSON_1240; iECABU_c1320; iWFL_1372; iLF82_1304; iY75_1357; iSbBS512_1146; iML1515; iECW_1372; iS_1188; iNRG857_1313; iSDY_1059; iSFV_1184; iETEC_1333; iSBO_1134; iEKO11_1354; iG2583_1286	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM148354	moadcosh; moadcosh_c
mpt_c	mpt	Molybdopterin	iECs_1301; iUTI89_1310; iECO26_1355; iAF987; iECSF_1327; iZ_1308; iECUMN_1333; iWFL_1372; iECSP_1301; iUMNK88_1353; iEcSMS35_1347; iUMN146_1321; iECP_1309; iSFxv_1172; iEcolC_1368; iSSON_1240; iECOK1_1307; iLF82_1304; iECS88_1305; iSbBS512_1146; iECSE_1348; iSDY_1059; iY75_1357; iSFV_1184; iML1515; iSBO_1134; iECABU_c1320; iECW_1372; iB21_1397; iG2583_1286; iE2348C_1286; iS_1188; iEC55989_1330; iEKO11_1354; ic_1306; iNRG857_1313; iECB_1328; iETEC_1333; iJO1366; iECO103_1326; iSF_1195; iECD_1391; iEC042_1314; iECDH1ME8569_1439; iAPECO1_1312; iECNA114_1301; iBWG_1329; iECO111_1330; iEcDH1_1363; iEcE24377_1341; iECBD_1354; iECH74115_1262; iECIAI39_1322; iECDH10B_1368; iECIAI1_1343; iEcHS_1320; iECED1_1282	Reactome: http://www.reactome.org/content/detail/R-ALL-947496; KEGG Compound: http://identifiers.org/kegg.compound/C05924; CHEBI: http://identifiers.org/chebi/CHEBI:44067; CHEBI: http://identifiers.org/chebi/CHEBI:44074; CHEBI: http://identifiers.org/chebi/CHEBI:58698; CHEBI: http://identifiers.org/chebi/CHEBI:6969; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02206; BioCyc: http://identifiers.org/biocyc/META:CPD-4; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1193; SEED Compound: http://identifiers.org/seed.compound/cpd03520	mpt; mpt_c
mptamp_c	mptamp	Adenylated molybdopterin	iSDY_1059; iEcHS_1320; iG2583_1286; iECH74115_1262; iECW_1372; iECED1_1282; iS_1188; iECDH1ME8569_1439; iETEC_1333; iECNA114_1301; iLF82_1304; iECDH10B_1368; iEKO11_1354; iECIAI39_1322; iSFV_1184; iECIAI1_1343; iSBO_1134; iECO111_1330; iSbBS512_1146; iEcE24377_1341; iNRG857_1313; iEcDH1_1363; iECS88_1305; iECD_1391; iEcolC_1368; iECO103_1326; iECSF_1327; iUMNK88_1353; iEcSMS35_1347; iSFxv_1172; iECs_1301; iSSON_1240; iECUMN_1333; iZ_1308; iECOK1_1307; iUTI89_1310; iECSP_1301; iWFL_1372; iECSE_1348; iUMN146_1321; iECO26_1355; iAF987; iECP_1309; iB21_1397; iML1515; iEC55989_1330; iY75_1357; ic_1306; iE2348C_1286; iECB_1328; iECBD_1354; iSF_1195; iEC042_1314; iJO1366; iAPECO1_1312; iECABU_c1320; iBWG_1329	KEGG Compound: http://identifiers.org/kegg.compound/C19848; CHEBI: http://identifiers.org/chebi/CHEBI:62727; CHEBI: http://identifiers.org/chebi/CHEBI:62728; Human Metabolome Database: http://identifiers.org/hmdb/HMDB59628; BioCyc: http://identifiers.org/biocyc/META:CPD-8122; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3054; SEED Compound: http://identifiers.org/seed.compound/cpd21090	mptamp; mptamp_c
mqn8_c	mqn8	Menaquinone 8	iAF1260b; iYL1228; iHN637; iZ_1308; iY75_1357; iSFxv_1172; iML1515; iUMN146_1321; iNF517; iSSON_1240; iB21_1397; iWFL_1372; iPC815; iUMNK88_1353; ic_1306; iJR904; iSF_1195; iAF987; iSB619; STM_v1_0; iEC55989_1330; iUTI89_1310; iE2348C_1286; Recon3D; iECBD_1354; iECSF_1327; iEC042_1314; iEcolC_1368; iJO1366; iECs_1301; iAF1260; iEcSMS35_1347; iECB_1328; iECSE_1348; iECABU_c1320; iECOK1_1307; iAPECO1_1312; iECSP_1301; iNJ661; iECUMN_1333; iBWG_1329; iECP_1309; iLF82_1304; iECO26_1355; iSFV_1184; iECS88_1305; iS_1188; iECED1_1282; iETEC_1333; iECDH1ME8569_1439; iSBO_1134; iECH74115_1262; iECW_1372; iECO103_1326; iSDY_1059; iEcHS_1320; iG2583_1286; iECO111_1330; iSbBS512_1146; iECIAI39_1322; iNRG857_1313; iECDH10B_1368; iEKO11_1354; iECNA114_1301; iECD_1391; iEcDH1_1363; iEcE24377_1341; iECIAI1_1343	CHEBI: http://identifiers.org/chebi/CHEBI:44027; BioCyc: http://identifiers.org/biocyc/META:CPD-9728; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM509; SEED Compound: http://identifiers.org/seed.compound/cpd15500	mqn8; mqn8[c]; mqn8_c
msa_c	msa	Malonate semialdehyde	iNRG857_1313; iECO103_1326; iSDY_1059; iECO111_1330; iEKO11_1354; iECNA114_1301; iG2583_1286; iECIAI1_1343; iETEC_1333; iEcE24377_1341; iS_1188; iECDH10B_1368; iSFxv_1172; iECED1_1282; iSbBS512_1146; iECDH1ME8569_1439; iLF82_1304; iECO26_1355; iSBO_1134; iEcDH1_1363; iSFV_1184; iECD_1391; iY75_1357; iECIAI39_1322; RECON1; iEcHS_1320; iYO844; iECH74115_1262; iML1515; iWFL_1372; iECSE_1348; iUTI89_1310; iEcSMS35_1347; iYL1228; iECUMN_1333; iZ_1308; iECS88_1305; iSSON_1240; iECs_1301; iMM1415; iECP_1309; iUMNK88_1353; iECOK1_1307; STM_v1_0; iECSP_1301; iUMN146_1321; iECW_1372; iB21_1397; iEcolC_1368; iEC55989_1330; iECSF_1327; ic_1306; iE2348C_1286; iSF_1195; iECBD_1354; iEC042_1314; iJO1366; iECABU_c1320; iAPECO1_1312; iNJ661; iBWG_1329; iECB_1328	Reactome: http://www.reactome.org/content/detail/R-ALL-909783; KEGG Compound: http://identifiers.org/kegg.compound/C00222; KEGG Compound: http://identifiers.org/kegg.compound/C12069; CHEBI: http://identifiers.org/chebi/CHEBI:11877; CHEBI: http://identifiers.org/chebi/CHEBI:14564; CHEBI: http://identifiers.org/chebi/CHEBI:1651; CHEBI: http://identifiers.org/chebi/CHEBI:17960; CHEBI: http://identifiers.org/chebi/CHEBI:20180; CHEBI: http://identifiers.org/chebi/CHEBI:29480; CHEBI: http://identifiers.org/chebi/CHEBI:33190; BioCyc: http://identifiers.org/biocyc/META:CPD-1135; BioCyc: http://identifiers.org/biocyc/META:MALONATE-S-ALD; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM244; SEED Compound: http://identifiers.org/seed.compound/cpd00191; SEED Compound: http://identifiers.org/seed.compound/cpd08857	msa; msa_c
